id,age,gender,race,ethnicity,time,feedback
27,57,Female,White,Non-Hispanic,994.73,"I think I got better after the first five or so games. I think my mind needed time to adjust its thinking. I think this experiment/game takes methodical, patient thinking--but it's not too hard if you do that. Sometimes the blue guy helped by moving the box out of the way. Other times not. Other times it wouldn't matter because red guy took too long to get there  etc."""
28,37,Non-binary,Asian,Non-Hispanic,668.147,"I basically tried to count the shortest possible route without requiring blue, and assumed that red would have used that route. In some cases, it wouldn't have been possible either way. No issues with the experiment, although I did initially assume the blue player's goal was to also reach the star."
29,32,Male,Black/African American,Non-Hispanic,813.172,"The factors included the route/steps the red player had to take to get to the star; and whether the box was blocking the direct path to the star, regardless of the blue player being present or not."
30,49,Female,Black/African American,Non-Hispanic,1465.636,I used the number of steps left for the red player and how free its route to the star was.
31,51,Male,Black/African American,Non-Hispanic,557.635,
32,20,Male,Multiracial,Hispanic,432.062,Depending on where the box was located.
33,24,Female,White,Hispanic,1232.217,I based this on the potential paths that the red player could have chosen.
34,29,Female,Asian,Non-Hispanic,485.696,I remembered the instructions and my guess. 
35,55,Female,White,Non-Hispanic,870.973,if the blue moved the block or not and if it made no difference in the path of the red
36,29,Female,Black/African American,Non-Hispanic,1601.688,The number of blocks red had available to reach the star
37,32,Female,Black/African American,Non-Hispanic,947.7,"I determined was it even possible to make it to the star in 10 steps if the boxes couldn't be moved. If the red player couldn't make it to the star anyway, the answer was No."""""
38,66,Male,White,Non-Hispanic,1418.138,"Mostly it was obvious, in some cases it was physically impossible for red to win without blues help and in some cases blue clearly prevented a win when otherwise red could have made it. In some cases reds decisions were not optimal and they could have won but for a bad decision. In those cases I was some degree of unsure."
39,28,Female,Black/African American,Non-Hispanic,1047.818,I counted the boxes to how long the red box would take to get to the star if the blue box wasn't there to make my decision
40,33,Male,Asian,Non-Hispanic,474.479,whether it was mathematically possible to reach the star assuming the blue player did not exist
41,39,Male,White,,900.945,I counted along the way to see if red had any feasible chance of reaching the star. 
42,36,Female,White,Hispanic,743.126,"I counted out the spaces (time steps) from the red guy to the star and if it was ten or less, I knew it wouldn't matter if the blue guy was there. "
43,43,Male,White,Non-Hispanic,741.768,"I assumed that if the blue player was not there, the red player would have made the move that would ensure success if possible. In the cases where the blue player could have helped the red player, but did not, the red player would not 'assume' this help if they were not present.   I enjoyed this study and I would be interested in participating in more if they are available. "
44,50,Female,White,Hispanic,1767.34,My decisions were mostly based on whether or not the blue character was hindering the red character. It would sometimes close off or open up an opening to make the star accessible. So it was boiled down to the behavior of the blue character.
45,53,Female,White,Non-Hispanic,936.231,"I figured out if it was first possible for the red dot to complete the task successfully without blue intervention. If it could be done, then yes the red dot could have success. If blue aided, then no the red would not have been successful. "
46,55,Female,White,Non-Hispanic,1550.125,"I tried to plot out the route of the red player before clicking on the arrow to advance the movements, and made my decisions that way."
47,44,Female,Asian,Non-Hispanic,581.025,common sense.
48,22,Female,Asian,Non-Hispanic,648.187,The steps left and the location of the star. 
49,34,Male,White,Non-Hispanic,538.558,To see the previous logistical choice of movement by the red player and if it was even feasible if optimal moves were selected.
50,26,,Multiracial,Non-Hispanic,778.088,it seemed equally easy at times for red player to make it without blue players help
